type	from_id	from_name	post_message	picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes	likes_count_fb	comments_count_fb	comments_all	comments_base	comments_replies	shares	comment_likes	engagement	post_id	post_link
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Botar roteador pra rede livre sem ser roubado kkkk				2015-12-14T00:47:00+0000	1450054020	2015-12-14 01:47:00	0	0	0	0	0	0	0	0	0	1645390789044342_1649963261920428	https://www.facebook.com/groups/1645390789044342/permalink/1649963261920428/
status	672d25ddb9ad7fa3229ccf53b8e6ba1a6751cc7a	90b95ec5be024f96e6f2397dc7584a3dae5d3ed2	Gente de Labic en México DF y alrededores_ les parece si nos juntamos el domingo 20 de diciembre a convivir un rato y festejar a los Santos Peregrinos? Puede ser en un lugar tipo por el centro o si el tiempo y logística da armamos una posada. ¿Qué dicen?				2015-12-14T00:18:21+0000	1450052301	2015-12-14 01:18:21	9	9	1	1	1	0	0	0	10	1645390789044342_1649959978587423	https://www.facebook.com/groups/1645390789044342/permalink/1649959978587423/
link	ac96da4f509de2944525679b35ada68b5cca30b8	8ca8059178fefde7a7d47bebe57b7b7415532a21	Os dejo un enlace para que conozcáis una fundación súper interesante en Chile. 	https://external.xx.fbcdn.net/safe_image.php?d=AQAzUPadMSO-2UdD&w=130&h=130&url=http%3A%2F%2Fwww.miparque.cl%2Fwp-content%2Fuploads%2F2014%2F12%2Fcropped-copy-14666688387_805c605694_o-e1417623313210.jpg&cfs=1	http://www.miparque.cl/proximos-proyectos/proyectos/	miparque.cl	2015-12-13T21:55:46+0000	1450043746	2015-12-13 22:55:46	8	8	0	0	0	0	0	0	8	1645390789044342_1649940105256077	https://www.facebook.com/groups/1645390789044342/permalink/1649940105256077/
video	84c6a8cb205a49dc6f809c45669c29485262c1c7	e6f141fb5dba96938e129dc92dc8c2780d7fafa4	Hola a todos_ les comparto el video que realizamos durante el lab_ corran la voz! saludos!	https://external.xx.fbcdn.net/safe_image.php?d=AQDE0sfCNBnkUJKz&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F_MWunxpwbo4%2Fmaxresdefault.jpg&cfs=1&sx=308&sy=0&sw=720&sh=720	https://www.youtube.com/watch?v=_MWunxpwbo4	youtube.com	2015-12-13T07:09:23+0000	1449990563	2015-12-13 08:09:23	12	12	0	0	0	0	3	0	15	1645390789044342_1649763905273697	https://www.facebook.com/groups/1645390789044342/permalink/1649763905273697/
status	43d83941173cf572912aae6fa0cacfa2cce9176b	dd8a3764099e682862a81c667512cb07eb0f206d	35 correos y sigue aumentando :)				2015-12-11T18:12:43+0000	1449857563	2015-12-11 19:12:43	5	5	1	1	1	0	0	1	7	1645390789044342_1649381148645306	https://www.facebook.com/groups/1645390789044342/permalink/1649381148645306/
video	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Escusas	https://scontent.xx.fbcdn.net/hvthumb-xpa1/v/t15.0-10/s130x130/12323039_1181499865193786_1775414119_n.jpg?oh=cf8c48262ee95ae23af5f6b811789ee1&oe=571A5A8C	https://www.facebook.com/3dfirstaid/videos/1181499048527201/	facebook.com	2015-12-13T00:57:23+0000	1449968243	2015-12-13 01:57:23	1	1	0	0	0	0	0	0	1	1645390789044342_1649688168614604	https://www.facebook.com/groups/1645390789044342/permalink/1649688168614604/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Yo <3 ustedes!				2015-12-12T23:52:41+0000	1449964361	2015-12-13 00:52:41	10	10	0	0	0	0	0	0	10	1645390789044342_1649676898615731	https://www.facebook.com/groups/1645390789044342/permalink/1649676898615731/
video	25a16e89b9e78d512875ad6cc86cb290ccf03d62	f02d1b62728673b1b210f00b7cd3774ca6f67554	Edgar Navarro shared gràffica info_s video to the group: Labicbr paralelo.	https://scontent.xx.fbcdn.net/hvthumb-xtp1/v/t15.0-10/s130x130/12106381_937147802989640_1241528000_n.jpg?oh=eee3abd7f6e872aaf995195e25845862&oe=56E00A77	https://www.facebook.com/graffica.info/videos/937145736323180/	facebook.com	2015-12-11T18:32:40+0000	1449858760	2015-12-11 19:32:40	12	12	0	0	0	0	0	0	12	1645390789044342_1649383988645022	https://www.facebook.com/groups/1645390789044342/permalink/1649383988645022/
status	43d83941173cf572912aae6fa0cacfa2cce9176b	dd8a3764099e682862a81c667512cb07eb0f206d	Esperamos tener la siguiente semana montado un MediaWiki que permita alojar todos los proyectos_ la información que cada equipo crea pertinente para que puedan ser replicados_ retroalimentados_ compartidos... pequeños pasos para aprovechar la potencia del Labicbr... En principio alojaremos el MediaWiki en un servidor en el MedialabUIO_ acá en Quito_ pero seguro podemos hacer espejos con otros servidores de las demás organizaciones y personas de nuestra comunidad. Avanzando hacia pequeñas redes compartidas en las que intercambiamos información.				2015-12-11T14:43:08+0000	1449844988	2015-12-11 15:43:08	19	20	1	1	1	0	0	0	20	1645390789044342_1649342841982470	https://www.facebook.com/groups/1645390789044342/permalink/1649342841982470/
status	43d83941173cf572912aae6fa0cacfa2cce9176b	dd8a3764099e682862a81c667512cb07eb0f206d	La lista luego servirá para ponernos en contacto con el proyecto Lateralidades que nació al final del LabicBr y otras iniciativas como el grupo de freelancer que arma Martin y seguro para para lograr fortalecer nuestra comunidad :)				2015-12-11T14:12:04+0000	1449843124	2015-12-11 15:12:04	7	7	0	0	0	0	0	0	7	1645390789044342_1649336775316410	https://www.facebook.com/groups/1645390789044342/permalink/1649336775316410/
status	43d83941173cf572912aae6fa0cacfa2cce9176b	dd8a3764099e682862a81c667512cb07eb0f206d	Hola_ les comparto este mensaje que puse en Telegram: Buenos días gente! Quiero invitarlos a armar una lista de correos_ si les parece bien pueden enviar un correo a rzavala@medialabuio.org así poco a poco fortaleceremos nuestra comunidad de labicbr ¿les parece?				2015-12-11T14:10:46+0000	1449843046	2015-12-11 15:10:46	11	11	0	0	0	0	0	0	11	1645390789044342_1649336511983103	https://www.facebook.com/groups/1645390789044342/permalink/1649336511983103/
link	6fb475ad24690423045aaa2c7f2b663c22f0caea	d24b20bfae72b16a43b2a8807acd7b3ac2726479	http://es.scribd.com/doc/144333431/2008-Andre-Gorz-Ecologica#scribd  Excelente libro de André Gorz.Sin desperdicios.	https://external.xx.fbcdn.net/safe_image.php?d=AQCg2JlJx2bzgBSo&w=130&h=130&url=https%3A%2F%2Fimgv2-1-f.scribdassets.com%2Fimg%2Fword_document%2F144333431%2F164x212%2F28a621900a%2F1411457822&cfs=1	http://es.scribd.com/doc/144333431/2008-Andre-Gorz-Ecologica#scribd	es.scribd.com	2015-12-10T13:58:51+0000	1449755931	2015-12-10 14:58:51	11	12	2	2	1	1	0	1	14	1645390789044342_1649107748672646	https://www.facebook.com/groups/1645390789044342/permalink/1649107748672646/
link	6fb475ad24690423045aaa2c7f2b663c22f0caea	d24b20bfae72b16a43b2a8807acd7b3ac2726479	https://commonsblog.files.wordpress.com/2015/11/urban-commons-in-2040.pdf  Urban Commons in 2040		https://commonsblog.files.wordpress.com/2015/11/urban-commons-in-2040.pdf	commonsblog.files.wordpress.com	2015-12-10T13:40:46+0000	1449754846	2015-12-10 14:40:46	5	6	0	0	0	0	1	0	6	1645390789044342_1649103572006397	https://www.facebook.com/groups/1645390789044342/permalink/1649103572006397/
link	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	== deste grupo_ hoje == as redes de amizade e de interacao estão nos arquivos .gdf em: https://github.com/ttm/social/tree/master/data/fb/labicbrpll/10Dec2015 entrei numas de ver se alguém anima de fazer as imagens no gephi (e alguma análise?). Se não fumegar_ mais tarde posto algo aqui.	https://external.xx.fbcdn.net/safe_image.php?d=AQAD5oGMZV-uy0FU&w=130&h=130&url=https%3A%2F%2Favatars1.githubusercontent.com%2Fu%2F116125%3Fv%3D3%26s%3D400&cfs=1	https://github.com/ttm/social/tree/master/data/fb/labicbrpll/10Dec2015	github.com	2015-12-10T07:23:31+0000	1449732211	2015-12-10 08:23:31	7	8	0	0	0	0	0	0	7	1645390789044342_1649006295349458	https://www.facebook.com/groups/1645390789044342/permalink/1649006295349458/
photo	62acd696a0fdb5eb635b6b8bf91535e56e24d4ac	0828646b12624d8251eaacb34a48de338d85787c		https://scontent.xx.fbcdn.net/hphotos-xpt1/v/t1.0-0/s130x130/12346588_10153814274188055_3686458430624429512_n.jpg?oh=370cb01416dd8fcb0eac231581a18fe5&oe=571DACAA	https://www.facebook.com/photo.php?fbid=10153814274188055&set=gm.1648813378702083&type=3	facebook.com	2015-12-09T13:38:40+0000	1449668320	2015-12-09 14:38:40	19	20	1	1	1	0	0	0	20	1645390789044342_1648813378702083	https://www.facebook.com/groups/1645390789044342/permalink/1648813378702083/
photo	62acd696a0fdb5eb635b6b8bf91535e56e24d4ac	0828646b12624d8251eaacb34a48de338d85787c	:)	https://scontent.xx.fbcdn.net/hphotos-xpa1/v/t1.0-0/s130x130/12308691_10153814275188055_5120328331039688827_n.jpg?oh=10ef6b49b29ccd015a43ab28d6a486a1&oe=57161A04	https://www.facebook.com/photo.php?fbid=10153814275188055&set=gm.1648813768702044&type=3	facebook.com	2015-12-09T13:39:30+0000	1449668370	2015-12-09 14:39:30	6	7	0	0	0	0	0	0	6	1645390789044342_1648813768702044	https://www.facebook.com/groups/1645390789044342/permalink/1648813768702044/
video	a4464054c321a635280f05e036c51c31a79e8401	6542b94afa1a0247812a053b995302ae249f48ef	Erick García shared EL FINANCIERO_s video to the group: Labicbr paralelo.	https://scontent.xx.fbcdn.net/hvthumb-xfa1/v/t15.0-10/s130x130/11189088_10153370672348915_1601604983_n.jpg?oh=5e856bb651d4cfdf017123f4e98a9cf1&oe=57161C3B	https://www.facebook.com/ElFinancieroMx/videos/10153370668083915/	facebook.com	2015-12-09T11:11:59+0000	1449659519	2015-12-09 12:11:59	1	1	0	0	0	0	0	0	1	1645390789044342_1648789285371159	https://www.facebook.com/groups/1645390789044342/permalink/1648789285371159/
link	62acd696a0fdb5eb635b6b8bf91535e56e24d4ac	0828646b12624d8251eaacb34a48de338d85787c	Den Rey shared La Bioguia_s post to the group: Labicbr paralelo.	https://external.xx.fbcdn.net/safe_image.php?d=AQCkLribXzEOONLM&w=130&h=130&url=http%3A%2F%2Fcdna.labioguia.com%2Fimages%2Farticles%2F56608f21562f8.jpg&cfs=1&sx=64&sy=0&sw=246&sh=246	http://www.labioguia.com/notas/una-joven-de-23-anos-desarrollo-un-dron-que-detecta-la-contaminacion-en-el-aire	labioguia.com	2015-12-09T01:52:26+0000	1449625946	2015-12-09 02:52:26	11	12	0	0	0	0	0	0	11	1645390789044342_1648722695377818	https://www.facebook.com/groups/1645390789044342/permalink/1648722695377818/
photo	7e0db1e5737279bc37666264b922a349250edb3a	1a4eeec9e7eb0b6560a1a4a43f15e96ce4583996	Lembrei do #aetrepp:	https://scontent.xx.fbcdn.net/hphotos-xla1/v/t1.0-0/s130x130/12345534_1669300913326413_5000092439463620135_n.jpg?oh=0eafc581ada77699cd70b61bb4a938e5&oe=56D682AF	https://www.facebook.com/legadodacopanobrasil/photos/a.1457424331180740.1073741826.1451006558489184/1669300913326413/?type=3	facebook.com	2015-12-08T19:09:10+0000	1449601750	2015-12-08 20:09:10	5	5	4	4	4	0	0	0	9	1645390789044342_1648663858717035	https://www.facebook.com/groups/1645390789044342/permalink/1648663858717035/
status	b03e5deb551c6ebec5eaca68ead00b16ff56a42d	6d8381c84c4ed0c9fbab7ccc81b34ba656aed069	Gente! No pude resistir_ y me quedé unos días más no Brasil... Llegué hoy a Sao Paulo y me quedaré unas tres semanas más. Me gustaría ver a quienes estén aquí! Tienen planeado reunirse algún día? Por otro lado_ me gustaría conocer algunos centros de innovación/arte electrónico/casas culturales. Alguna recomendación?				2015-12-08T02:52:31+0000	1449543151	2015-12-08 03:52:31	14	14	25	25	13	12	0	16	55	1645390789044342_1648442312072523	https://www.facebook.com/groups/1645390789044342/permalink/1648442312072523/
status	3a6d7f19de7db3e8155fb78901bc9e97f89eb2b5	afe6e1ebcab2d359d26627e7de7d068eac419e77	Hola a todxs! Aquí les comparto el registro del proceso de _Aprender brincando_ =)				2015-12-08T15:37:07+0000	1449589027	2015-12-08 16:37:07	10	11	1	1	1	0	0	1	12	1645390789044342_1648618745388213	https://www.facebook.com/groups/1645390789044342/permalink/1648618745388213/
link	3882c0f85d1b804cfc20a817f3367b69061ceee4	5e7560ea28cd77007410935f3b16e2e25fe4d754	Algunas postales del formidable viaje.	https://external.xx.fbcdn.net/safe_image.php?d=AQBcVTsSvDz21cNW&w=130&h=130&url=https%3A%2F%2Fc2.staticflickr.com%2F6%2F5703%2F23468937242_8b68102c0e_b.jpg&cfs=1&sx=0&sy=0&sw=683&sh=683	https://www.flickr.com/photos/angelgriselectrico/albums/72157662051844736	flickr.com	2015-12-08T15:51:58+0000	1449589918	2015-12-08 16:51:58	13	13	0	0	0	0	0	0	13	1645390789044342_1648621705387917	https://www.facebook.com/groups/1645390789044342/permalink/1648621705387917/
status	2a87382d948abc9e94bb28de6d7585a85dc42359	62fd83dded945e1a23899be181e69ee6f426cabb	COMUNICADO: Esta confirmada a roda de conversa e apresentação  dos protótipos do LABiCBR no dia 09 no Emergências. Quem estiver aqui no Rio de Janeiro e quiser fazer a apresentação precisa me confirmar e passar o nome_ grupo e contato. Vou conduzir a roda com vocês_ já estou aqui no Rio. Preciso dessas confirmações com urgência no meu email:  laurabdemoraes@gmail.com				2015-12-06T19:58:57+0000	1449431937	2015-12-06 20:58:57	20	21	13	13	10	3	1	3	37	1645390789044342_1648140172102737	https://www.facebook.com/groups/1645390789044342/permalink/1648140172102737/
status	be96c3c406691e270640042e34eab46e503344e5	bbd58fcd5ed6f10377820683f4cab2f180ba9bd4	Hoy publico para Fundación Alternativas en El País. _Las ciudades como grandes repositorios de abundancia_ (Quizá el mejor ejemplo del mundo es Basurama :) )  [...] El problema de la escasez es la mejor coartada del capitalismo. En un escenario de escasez se impone el paradigma de la competición y la selección de los mejores. Mientras que en abundancia_ el instinto de conservación se diluye y la concentración de capitales deja de tener sentido_ generando una ola de redistribución.				2015-12-08T09:02:37+0000	1449565357	2015-12-08 10:02:37	9	9	1	1	1	0	0	1	11	1645390789044342_1648531282063626	https://www.facebook.com/groups/1645390789044342/permalink/1648531282063626/
status	5fded225abc3367309e92d85d7b3a40bff196dcb	103de9e9933987ec154227e4678885a549e5bb20	Hola!!! Pessoal_ nosotros del Sinergia da Diversidad_ necesitamos de ayuda de los cibernéticos.. Estamos organizando todo nuestro material produzido para compartir y invitarlos a utilizarém los datos y quizás hacer analises. A pregunta es: cuál es el mejor sítio virtual_ libre_ politicamente correcto que podremos utilizar? <3 <3				2015-12-06T17:16:03+0000	1449422163	2015-12-06 18:16:03	5	5	4	4	3	1	0	1	10	1645390789044342_1648102372106517	https://www.facebook.com/groups/1645390789044342/permalink/1648102372106517/
status	e0a076971fe0db66d68ef83bef59a27b573ade2b	8e4f6a06c7146ff818fdcc9ad4ab8c9c0850f0e1	Noite feliz_ com a primeira visita do LABiC em minha casa! Que venham todos! #labicbr #labicbrparalelo				2015-12-08T03:15:40+0000	1449544540	2015-12-08 04:15:40	26	26	0	0	0	0	0	0	26	1645390789044342_1648447602071994	https://www.facebook.com/groups/1645390789044342/permalink/1648447602071994/
video	6fb475ad24690423045aaa2c7f2b663c22f0caea	d24b20bfae72b16a43b2a8807acd7b3ac2726479	https://www.youtube.com/watch?v=q3sR65O8lm4&list=PLBEcWL6RzBXxSsVFzyoTrg7XEtT6hrBjJ&index=5   ¡Qué bien Gilberto!	https://external.xx.fbcdn.net/safe_image.php?d=AQBFZJHB4RTQFZ-u&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fq3sR65O8lm4%2Fhqdefault.jpg&cfs=1&sx=120&sy=0&sw=360&sh=360	https://www.youtube.com/watch?v=q3sR65O8lm4&list=PLBEcWL6RzBXxSsVFzyoTrg7XEtT6hrBjJ&index=5	youtube.com	2015-12-04T23:29:18+0000	1449271758	2015-12-05 00:29:18	11	11	1	1	1	0	1	2	15	1645390789044342_1647646968818724	https://www.facebook.com/groups/1645390789044342/permalink/1647646968818724/
status	ce5ade29dd90143c3ea8153e9e09c6c19425b494	ba5b4e1f0057bf0f8f6f95cd843bc320e077287c	ANUNCIO ALPHA!  1. Extrañando a toda la galera del #LaBicBR qué vamos hacer con todos estos amores?? Trabajar en cosas grandes.   2. Que tal sería crear un Sitio Web 2.0 donde podamos crear perfiles-chatear-subir y compartir información que pueda quedar vigente_ actualizada y dentro un servidor propio y asi aprovechar la conexión que tenemos ahora y le damos un sentido a este espacio.  3. Quien se apunta. ya Ivo Santiago Beracasa dice que si... xD  4. Propongan qué podemos hacer?   5. 103 Cerebros_ 412 Extremidades es mucho lo que pueden hacer.				2015-12-02T22:45:30+0000	1449096330	2015-12-02 23:45:30	29	30	23	23	13	10	0	32	84	1645390789044342_1647132435536844	https://www.facebook.com/groups/1645390789044342/permalink/1647132435536844/
link	3f1c697aa03b6dfd46eea133deb938fd9c8d2de4	65fddb92676c7904276e238049a6491336109a03		https://external.xx.fbcdn.net/safe_image.php?d=AQAxqM1A4wwmc1u3&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2FY7j0mba2WqA%2Fmqdefault.jpg&cfs=1&sx=86&sy=0&sw=180&sh=180	https://www.youtube.com/attribution_link?a=EBR5xXRLpaE&u=%2Fplaylist%3Flist%3DPLBEcWL6RzBXxSsVFzyoTrg7XEtT6hrBjJ	youtube.com	2015-12-04T23:30:22+0000	1449271822	2015-12-05 00:30:22	17	18	0	0	0	0	1	0	18	1645390789044342_1647647102152044	https://www.facebook.com/groups/1645390789044342/permalink/1647647102152044/
status	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Deivi Kuhn_ pode compartilhar conosco os dados que tem soltado pelo Serpro? Fiquei instigado para gamificá-los e repassei a ideia p Luis Felipe Coimbra Costa.				2015-12-04T16:55:14+0000	1449248114	2015-12-04 17:55:14	6	6	1	1	1	0	0	0	7	1645390789044342_1647573475492740	https://www.facebook.com/groups/1645390789044342/permalink/1647573475492740/
link	ce12a9bf67365f7b3b4e96d45cb4c0273816c40d	d8189e4ca790267a4fd487028a82620b3c8707d8	Estimad@s_ estou publicando dados sociais ligados e abertos para dar suporte à pesquisa científica. Publiquei dados do FB_ IRC e Twitter_ Participabr_ Cidade Democrática_ AA e devo publicar ao menos também algumas listas de email e talvez tb algo do LinkedIn e Diaspora. Ex: estes RDFs dos tweets com a hashtag #arenaNETmundial: https://github.com/OpenLinkedSocialData/arenaNETmundial_tw To armando uns streamers para levantar ao menos mais uns 5 datasets de Tweets. Caso alguém já tenha na manga alguma coleção de tweets_ podemos poupar tempo e combinar esforços. tx++	https://external.xx.fbcdn.net/safe_image.php?d=AQAD5oGMZV-uy0FU&w=130&h=130&url=https%3A%2F%2Favatars1.githubusercontent.com%2Fu%2F116125%3Fv%3D3%26s%3D400&cfs=1	https://github.com/ttm/arenaNETmundial_tw	github.com	2015-12-02T12:52:04+0000	1449060724	2015-12-02 13:52:04	10	11	1	1	1	0	0	0	11	1645390789044342_1647040508879370	https://www.facebook.com/groups/1645390789044342/permalink/1647040508879370/
photo	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc	1. Screenshot / Captura de Tela (pegar a fotinha da miga pra tirar onda com ela);  2. Fontlab (pra fazer uma piada com a cara da senhorita);  3. Photoresizer (pra reduzir a imagem_ um lado de 512 px e o outro igual ou menor);  4. Eraser pra tirar o fundo;  5. Clicar em Stickers_ no menu de configurações do Telegram e seguir as instruções dadas pelo bot no chat que irá abrir.  6. Zoar a miga (só o suficiente pra continuar miga).  Bom dia!   Caio Lucena Laura Moraes	https://scontent.xx.fbcdn.net/hphotos-xlp1/v/t34.0-0/s130x130/12308913_10204807470017575_1831079295_n.jpg?oh=6c9a05b217c105a75caba5f9de72ca87&oe=5678CC57	https://www.facebook.com/photo.php?fbid=10204807771385109&set=gm.1647008225549265&type=3	facebook.com	2015-12-02T09:05:32+0000	1449047132	2015-12-02 10:05:32	27	27	10	10	7	3	0	11	48	1645390789044342_1647008225549265	https://www.facebook.com/groups/1645390789044342/permalink/1647008225549265/
event	c89f9b707fa29d407d7c53dcd2e3345ad850d462	09b6c1cabf82b678ed2a66e8c2b4fd6071ae9eac	Amigos do LABIC_ para os que ainda estiverem no Rio_ convido para verem e participarem do jogo OUR MOVE em ação. Já joguei e mediei essa ferramenta incrível criado pela artista sueca Andrea Hvistendahl. Fiquei tão encantada pelo jogo_ que movemos _mundos e fundos_ para trazê-la para participar dos Encontros Carbônicos (com o apoio fianceiro da Embaixada da Suécia_ através do apoio institucional importantíssimo do Ministério da Cultura do Brasil). Essa será uma experiência especialmente transformadora para todos nós que pensamos a cidadania e a democracia! Fica o convite_ será um prazer imenso revê-los por lá!   (se animar de ir_ me avisa!) :)   Encontros Carbônicos 2015 Nos dias 12 e 13 de dezembro (sábado e domingo) às 17h30 temos o prazer de convidar para as sessões do jogo OUR MOVE_ uma obra da artista sueca Andrea Hvistendahl.  Andrea estará presente para mediar as sessões do jogo_ que serão interativas e públicas.  _Our Move (OM) é um jogo de grupo dinâmico_ um método e uma obra de arte interativa_ que pode ser usado de diversas maneiras. Com OM os participantes podem visualizar como grupos de pessoas afetam e são afetados em diferentes situações_ eventos_ tempos_ lugares e assuntos. O jogo gera conversas e reflexões entre os participantes enquanto estes definem as diferentes condições dos grupos_ relações e valores (incluindo os dos próprios jogadores). OM é um modo de entender o comportamento humano e o complexo curso de acontecimentos e sistemas. Não existe certo ou errado (ou modos de vencer). OM propicia diferentes resultados dependendo dos temas e grupos escolhidos pelos participantes_ níveis de comprometimento e o que sabem sobre o assunto discutido. OM é um exercício de democracia. Assuntos e resultados gerais são consequências de uma construção mútua e consensual entre os participantes. A cada vez que é jogado_ OM cria uma obra de arte única._	https://scontent.xx.fbcdn.net/hphotos-xft1/v/t1.0-0/c32.0.130.130/p130x130/12348174_1060882393935586_1934814590056448931_n.jpg?oh=1098e5655975e40580f6e08ecff35daf&oe=56DD5585	https://www.facebook.com/events/968389379922184/	facebook.com	2015-12-04T15:57:48+0000	1449244668	2015-12-04 16:57:48	11	11	0	0	0	0	0	0	11	1645390789044342_1647563448827076	https://www.facebook.com/groups/1645390789044342/permalink/1647563448827076/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	Los cabezas de neumáticos!	https://scontent.xx.fbcdn.net/hphotos-xap1/v/t1.0-0/s130x130/12345408_980690415330554_3450606675228292358_n.jpg?oh=fa7478eb7eddff5066358cd9fe87ea15&oe=571CC132	https://www.facebook.com/photo.php?fbid=980690415330554&set=gm.1647318195518268&type=3	facebook.com	2015-12-03T18:50:24+0000	1449168624	2015-12-03 19:50:24	16	16	1	1	1	0	0	0	17	1645390789044342_1647318195518268	https://www.facebook.com/groups/1645390789044342/permalink/1647318195518268/
photo	bc41155588fca8cbd400c86ae6f87ef2bc43f4d5	5fc080d7ed227263466d8aec3fe4a9fa05749780	El maestro de todas las tardes (y)	https://scontent.xx.fbcdn.net/hphotos-xal1/v/t1.0-0/s130x130/12342577_981099408622988_3850544540298338615_n.jpg?oh=ef7715b419dc07bab75b64dba156723a&oe=571A88C3	https://www.facebook.com/photo.php?fbid=981099408622988&set=gm.1647517648831656&type=3	facebook.com	2015-12-04T12:29:35+0000	1449232175	2015-12-04 13:29:35	44	44	0	0	0	0	1	0	45	1645390789044342_1647517648831656	https://www.facebook.com/groups/1645390789044342/permalink/1647517648831656/
link	c8fb2b076031c48315c028c03e91e3f313e7fc83	dcbb9b3b5f21845a4668baa5cf4b17c96a61fe38	Lo que aprendimos en Brasil... por Raul Olivan  	https://external.xx.fbcdn.net/safe_image.php?d=AQDhnukfhr3Vql1p&w=130&h=130&url=http%3A%2F%2Fimages.eldiario.es%2Faragon%2Fopinion%2Fpalafitas_EDIIMA20151203_0698_3.jpg&cfs=1	http://www.eldiario.es/aragon/elprismatico/aprendimos-Brasil-Innovacion-Ciudadana_6_458864138.html	eldiario.es	2015-12-04T09:40:50+0000	1449222050	2015-12-04 10:40:50	20	20	0	0	0	0	3	0	23	1645390789044342_1647492675500820	https://www.facebook.com/groups/1645390789044342/permalink/1647492675500820/
video	ce5ade29dd90143c3ea8153e9e09c6c19425b494	ba5b4e1f0057bf0f8f6f95cd843bc320e077287c		https://external.xx.fbcdn.net/safe_image.php?d=AQAstwWqfJbZ39UR&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2F4GX6a2WEA1Q%2Fmaxresdefault.jpg&cfs=1	https://www.youtube.com/watch?v=4GX6a2WEA1Q	youtube.com	2015-12-04T01:28:57+0000	1449192537	2015-12-04 02:28:57	2	2	0	0	0	0	0	0	2	1645390789044342_1647375838845837	https://www.facebook.com/groups/1645390789044342/permalink/1647375838845837/
video	ce5ade29dd90143c3ea8153e9e09c6c19425b494	ba5b4e1f0057bf0f8f6f95cd843bc320e077287c		https://external.xx.fbcdn.net/safe_image.php?d=AQBDg_mLgHOSWNTJ&w=130&h=130&url=https%3A%2F%2Fi.ytimg.com%2Fvi%2Fvdb4XGVTHkE%2Fmaxresdefault.jpg&cfs=1	https://www.youtube.com/watch?v=vdb4XGVTHkE	youtube.com	2015-12-04T01:27:46+0000	1449192466	2015-12-04 02:27:46	2	2	0	0	0	0	0	0	2	1645390789044342_1647375762179178	https://www.facebook.com/groups/1645390789044342/permalink/1647375762179178/
status	78e439ea167e0bdbf519903ff194d5382173644b	6e6ea31ad649f9b750e86fc53d9abeebc90ed7dc	Pra quem queria saber do grupo que falei na grande conversa que tivemos no terraço!  ;)  https://www.facebook.com/groups/1523425707890408/				2015-12-03T17:18:36+0000	1449163116	2015-12-03 18:18:36	6	6	5	5	3	2	0	3	14	1645390789044342_1647300302186724	https://www.facebook.com/groups/1645390789044342/permalink/1647300302186724/
status	237cdcdf0c044003eedc242755e53f59a9112749	676c5666c67859cec8b662f2471c17225477e075	Alou LABICBR_ conversando hj com o Secretário de Governo da minha cidade_ olhem que linda notícia_ Felipe González González!   _Mudando de assunto. Tenho uma noticia boa! Ontem o prefeito me autorizou a utilizar aquele espaço ao lado do Exyra pra fazermos uma área pros skatistas. Quero que vc toque este projeto comigo._				2015-12-03T13:47:04+0000	1449150424	2015-12-03 14:47:04	19	19	5	5	5	0	0	11	35	1645390789044342_1647260592190695	https://www.facebook.com/groups/1645390789044342/permalink/1647260592190695/
link	8fcd85bcf2722e3614467f0ef90290c693ec940b	846bd61b20f20d130c7454a6652586a36a5cf53b	Ey gente!  Comparto la información sobre los Encuentros Internacionales de Diseño para el Desarrollo. Las inscripciones están abiertas para Botswana_ Uganda y Amazonas (Brasil).   + Información 		http://www.idin.org/idds/participate/apply-now	idin.org	2015-12-03T13:00:35+0000	1449147635	2015-12-03 14:00:35	16	16	2	2	2	0	0	1	19	1645390789044342_1647248838858537	https://www.facebook.com/groups/1645390789044342/permalink/1647248838858537/
